Nov. 2, 2023   13:20:10
Linear Sweep Voltammetry
1.081, -1.115e-7, -8.239e-6
1.080, -1.114e-7, -8.250e-6
1.079, -1.113e-7, -8.261e-6
1.078, -1.113e-7, -8.272e-6
1.077, -1.112e-7, -8.283e-6
1.076, -1.111e-7, -8.295e-6
1.075, -1.109e-7, -8.306e-6
1.074, -1.109e-7, -8.317e-6
1.073, -1.107e-7, -8.328e-6
1.072, -1.107e-7, -8.339e-6
1.071, -1.103e-7, -8.350e-6
1.070, -1.103e-7, -8.361e-6
1.069, -1.098e-7, -8.372e-6
1.068, -1.098e-7, -8.383e-6
1.067, -1.092e-7, -8.394e-6
1.066, -1.092e-7, -8.405e-6
1.065, -1.083e-7, -8.416e-6
1.064, -1.085e-7, -8.426e-6
1.063, -1.072e-7, -8.437e-6
1.062, -1.071e-7, -8.448e-6
1.061, -1.058e-7, -8.458e-6
1.060, -1.062e-7, -8.469e-6
1.059, -1.044e-7, -8.479e-6
1.058, -1.050e-7, -8.490e-6
1.057, -1.026e-7, -8.500e-6
1.056, -1.031e-7, -8.511e-6
1.055, -1.005e-7, -8.521e-6
1.054, -1.013e-7, -8.531e-6
1.053, -9.826e-8, -8.541e-6
1.052, -9.901e-8, -8.550e-6
1.051, -9.620e-8, -8.560e-6
1.050, -9.729e-8, -8.570e-6
1.049, -9.380e-8, -8.579e-6
1.048, -9.459e-8, -8.589e-6
1.047, -9.112e-8, -8.598e-6
1.046, -9.213e-8, -8.607e-6
1.045, -8.868e-8, -8.616e-6
1.044, -8.956e-8, -8.625e-6
1.043, -8.578e-8, -8.633e-6
1.042, -8.698e-8, -8.642e-6
1.041, -8.319e-8, -8.650e-6
1.040, -8.438e-8, -8.659e-6
1.039, -8.101e-8, -8.667e-6
1.038, -8.178e-8, -8.675e-6
1.037, -7.846e-8, -8.683e-6
1.036, -7.964e-8, -8.691e-6
1.035, -7.618e-8, -8.699e-6
1.034, -7.718e-8, -8.706e-6
1.033, -7.433e-8, -8.714e-6
1.032, -7.522e-8, -8.721e-6
1.031, -7.243e-8, -8.728e-6
1.030, -7.293e-8, -8.736e-6
1.029, -7.089e-8, -8.743e-6
1.028, -7.113e-8, -8.750e-6
1.027, -6.924e-8, -8.757e-6
1.026, -6.966e-8, -8.764e-6
1.025, -6.809e-8, -8.771e-6
1.024, -6.787e-8, -8.777e-6
1.023, -6.675e-8, -8.784e-6
1.022, -6.717e-8, -8.791e-6
1.021, -6.600e-8, -8.797e-6
1.020, -6.624e-8, -8.804e-6
1.019, -6.520e-8, -8.811e-6
1.018, -6.536e-8, -8.817e-6
1.017, -6.459e-8, -8.824e-6
1.016, -6.468e-8, -8.830e-6
1.015, -6.411e-8, -8.836e-6
1.014, -6.414e-8, -8.843e-6
1.013, -6.367e-8, -8.849e-6
1.012, -6.368e-8, -8.856e-6
1.011, -6.338e-8, -8.862e-6
1.010, -6.331e-8, -8.868e-6
1.009, -6.313e-8, -8.875e-6
1.008, -6.309e-8, -8.881e-6
1.007, -6.294e-8, -8.887e-6
1.006, -6.294e-8, -8.893e-6
1.005, -6.275e-8, -8.900e-6
1.004, -6.275e-8, -8.906e-6
1.003, -6.268e-8, -8.912e-6
1.002, -6.268e-8, -8.919e-6
1.001, -6.257e-8, -8.925e-6
1.000, -6.252e-8, -8.931e-6
0.999, -6.247e-8, -8.937e-6
0.998, -6.249e-8, -8.944e-6
0.997, -6.243e-8, -8.950e-6
0.996, -6.235e-8, -8.956e-6
0.995, -6.228e-8, -8.962e-6
0.994, -6.223e-8, -8.968e-6
0.993, -6.218e-8, -8.975e-6
0.992, -6.210e-8, -8.981e-6
0.991, -6.206e-8, -8.987e-6
0.990, -6.198e-8, -8.993e-6
0.989, -6.188e-8, -9.000e-6
0.988, -6.179e-8, -9.006e-6
0.987, -6.167e-8, -9.012e-6
0.986, -6.154e-8, -9.018e-6
0.985, -6.143e-8, -9.024e-6
0.984, -6.127e-8, -9.030e-6
0.983, -6.113e-8, -9.036e-6
0.982, -6.095e-8, -9.042e-6
0.981, -6.091e-8, -9.049e-6
0.980, -6.045e-8, -9.055e-6
0.979, -6.038e-8, -9.061e-6
0.978, -6.000e-8, -9.067e-6
0.977, -5.967e-8, -9.073e-6
0.976, -5.926e-8, -9.079e-6
0.975, -5.893e-8, -9.084e-6
0.974, -5.875e-8, -9.090e-6
0.973, -5.832e-8, -9.096e-6
0.972, -5.756e-8, -9.102e-6
0.971, -5.732e-8, -9.108e-6
0.970, -5.664e-8, -9.113e-6
0.969, -5.617e-8, -9.119e-6
0.968, -5.578e-8, -9.124e-6
0.967, -5.504e-8, -9.130e-6
0.966, -5.395e-8, -9.135e-6
0.965, -5.378e-8, -9.141e-6
0.964, -5.274e-8, -9.146e-6
0.963, -5.238e-8, -9.151e-6
0.962, -5.119e-8, -9.156e-6
0.961, -5.057e-8, -9.161e-6
0.960, -4.884e-8, -9.166e-6
0.959, -4.848e-8, -9.171e-6
0.958, -4.715e-8, -9.176e-6
0.957, -4.670e-8, -9.181e-6
0.956, -4.519e-8, -9.185e-6
0.955, -4.525e-8, -9.190e-6
0.954, -4.316e-8, -9.194e-6
0.953, -4.281e-8, -9.198e-6
0.952, -4.127e-8, -9.202e-6
0.951, -4.098e-8, -9.206e-6
0.950, -3.928e-8, -9.210e-6
0.949, -3.845e-8, -9.214e-6
0.948, -3.663e-8, -9.218e-6
0.947, -3.732e-8, -9.222e-6
0.946, -3.495e-8, -9.225e-6
0.945, -3.463e-8, -9.229e-6
0.944, -3.290e-8, -9.232e-6
0.943, -3.168e-8, -9.235e-6
0.942, -3.042e-8, -9.238e-6
0.941, -3.015e-8, -9.241e-6
0.940, -2.816e-8, -9.244e-6
0.939, -2.852e-8, -9.247e-6
0.938, -2.718e-8, -9.249e-6
0.937, -2.661e-8, -9.252e-6
0.936, -2.525e-8, -9.255e-6
0.935, -2.494e-8, -9.257e-6
0.934, -2.328e-8, -9.259e-6
0.933, -2.321e-8, -9.262e-6
0.932, -2.223e-8, -9.264e-6
0.931, -2.212e-8, -9.266e-6
0.930, -2.078e-8, -9.268e-6
0.929, -2.062e-8, -9.270e-6
0.928, -1.980e-8, -9.272e-6
0.927, -1.938e-8, -9.274e-6
0.926, -1.880e-8, -9.276e-6
0.925, -1.830e-8, -9.278e-6
0.924, -1.766e-8, -9.280e-6
0.923, -1.766e-8, -9.282e-6
0.922, -1.694e-8, -9.283e-6
0.921, -1.685e-8, -9.285e-6
0.920, -1.630e-8, -9.287e-6
0.919, -1.619e-8, -9.288e-6
0.918, -1.586e-8, -9.290e-6
0.917, -1.576e-8, -9.291e-6
0.916, -1.541e-8, -9.293e-6
0.915, -1.531e-8, -9.294e-6
0.914, -1.499e-8, -9.296e-6
0.913, -1.492e-8, -9.297e-6
0.912, -1.483e-8, -9.299e-6
0.911, -1.467e-8, -9.300e-6
0.910, -1.456e-8, -9.302e-6
0.909, -1.436e-8, -9.303e-6
0.908, -1.422e-8, -9.305e-6
0.907, -1.423e-8, -9.306e-6
0.906, -1.405e-8, -9.307e-6
0.905, -1.407e-8, -9.309e-6
0.904, -1.397e-8, -9.310e-6
0.903, -1.388e-8, -9.312e-6
0.902, -1.380e-8, -9.313e-6
0.901, -1.380e-8, -9.314e-6
0.900, -1.370e-8, -9.316e-6
0.899, -1.370e-8, -9.317e-6
0.898, -1.357e-8, -9.319e-6
0.897, -1.356e-8, -9.320e-6
0.896, -1.350e-8, -9.321e-6
0.895, -1.347e-8, -9.323e-6
0.894, -1.336e-8, -9.324e-6
0.893, -1.336e-8, -9.325e-6
0.892, -1.322e-8, -9.327e-6
0.891, -1.321e-8, -9.328e-6
0.890, -1.312e-8, -9.329e-6
0.889, -1.313e-8, -9.331e-6
0.888, -1.289e-8, -9.332e-6
0.887, -1.290e-8, -9.333e-6
0.886, -1.274e-8, -9.334e-6
0.885, -1.275e-8, -9.336e-6
0.884, -1.255e-8, -9.337e-6
0.883, -1.247e-8, -9.338e-6
0.882, -1.226e-8, -9.339e-6
0.881, -1.233e-8, -9.341e-6
0.880, -1.186e-8, -9.342e-6
0.879, -1.193e-8, -9.343e-6
0.878, -1.159e-8, -9.344e-6
0.877, -1.174e-8, -9.345e-6
0.876, -1.123e-8, -9.346e-6
0.875, -1.119e-8, -9.348e-6
0.874, -1.065e-8, -9.349e-6
0.873, -1.069e-8, -9.350e-6
0.872, -1.008e-8, -9.351e-6
0.871, -1.014e-8, -9.352e-6
0.870, -9.364e-9, -9.353e-6
0.869, -9.568e-9, -9.354e-6
0.868, -8.466e-9, -9.354e-6
0.867, -8.862e-9, -9.355e-6
0.866, -7.865e-9, -9.356e-6
0.865, -8.036e-9, -9.357e-6
0.864, -6.960e-9, -9.358e-6
0.863, -7.105e-9, -9.358e-6
0.862, -6.075e-9, -9.359e-6
0.861, -6.161e-9, -9.360e-6
0.860, -4.866e-9, -9.360e-6
0.859, -4.926e-9, -9.361e-6
0.858, -3.453e-9, -9.361e-6
0.857, -3.625e-9, -9.361e-6
0.856, -1.981e-9, -9.361e-6
0.855, -2.377e-9, -9.362e-6
0.854, -3.560e-10, -9.362e-6
0.853, -5.805e-10, -9.362e-6
0.852, 9.252e-10, -9.362e-6
0.851, 5.487e-10, -9.362e-6
0.850, 2.398e-9, -9.361e-6
0.849, 2.523e-9, -9.361e-6
0.848, 3.831e-9, -9.361e-6
0.847, 3.904e-9, -9.360e-6
0.846, 5.766e-9, -9.360e-6
0.845, 4.987e-9, -9.359e-6
0.844, 7.390e-9, -9.359e-6
0.843, 7.212e-9, -9.358e-6
0.842, 9.913e-9, -9.357e-6
0.841, 9.543e-9, -9.356e-6
0.840, 1.154e-8, -9.355e-6
0.839, 1.143e-8, -9.354e-6
0.838, 1.333e-8, -9.352e-6
0.837, 1.294e-8, -9.351e-6
0.836, 1.504e-8, -9.349e-6
0.835, 1.491e-8, -9.348e-6
0.834, 1.675e-8, -9.346e-6
0.833, 1.600e-8, -9.345e-6
0.832, 1.891e-8, -9.343e-6
0.831, 1.849e-8, -9.341e-6
0.830, 2.010e-8, -9.339e-6
0.829, 2.009e-8, -9.337e-6
0.828, 2.218e-8, -9.335e-6
0.827, 2.165e-8, -9.333e-6
0.826, 2.354e-8, -9.330e-6
0.825, 2.333e-8, -9.328e-6
0.824, 2.448e-8, -9.325e-6
0.823, 2.459e-8, -9.323e-6
0.822, 2.605e-8, -9.320e-6
0.821, 2.558e-8, -9.318e-6
0.820, 2.707e-8, -9.315e-6
0.819, 2.597e-8, -9.312e-6
0.818, 2.821e-8, -9.310e-6
0.817, 2.842e-8, -9.307e-6
0.816, 2.944e-8, -9.304e-6
0.815, 2.925e-8, -9.301e-6
0.814, 3.017e-8, -9.298e-6
0.813, 3.002e-8, -9.295e-6
0.812, 3.103e-8, -9.292e-6
0.811, 3.099e-8, -9.289e-6
0.810, 3.163e-8, -9.286e-6
0.809, 3.181e-8, -9.282e-6
0.808, 3.231e-8, -9.279e-6
0.807, 3.229e-8, -9.276e-6
0.806, 3.293e-8, -9.273e-6
0.805, 3.281e-8, -9.269e-6
0.804, 3.343e-8, -9.266e-6
0.803, 3.327e-8, -9.263e-6
0.802, 3.371e-8, -9.259e-6
0.801, 3.359e-8, -9.256e-6
0.800, 3.392e-8, -9.253e-6
0.799, 3.393e-8, -9.249e-6
0.798, 3.416e-8, -9.246e-6
0.797, 3.416e-8, -9.242e-6
0.796, 3.439e-8, -9.239e-6
0.795, 3.439e-8, -9.235e-6
0.794, 3.454e-8, -9.232e-6
0.793, 3.447e-8, -9.229e-6
0.792, 3.473e-8, -9.225e-6
0.791, 3.475e-8, -9.222e-6
0.790, 3.485e-8, -9.218e-6
0.789, 3.482e-8, -9.215e-6
0.788, 3.493e-8, -9.211e-6
0.787, 3.491e-8, -9.208e-6
0.786, 3.498e-8, -9.204e-6
0.785, 3.500e-8, -9.201e-6
0.784, 3.505e-8, -9.197e-6
0.783, 3.505e-8, -9.194e-6
0.782, 3.509e-8, -9.190e-6
0.781, 3.510e-8, -9.187e-6
0.780, 3.513e-8, -9.183e-6
0.779, 3.515e-8, -9.180e-6
0.778, 3.518e-8, -9.176e-6
0.777, 3.519e-8, -9.173e-6
0.776, 3.521e-8, -9.169e-6
0.775, 3.522e-8, -9.166e-6
0.774, 3.525e-8, -9.162e-6
0.773, 3.524e-8, -9.158e-6
0.772, 3.529e-8, -9.155e-6
0.771, 3.530e-8, -9.151e-6
0.770, 3.532e-8, -9.148e-6
0.769, 3.534e-8, -9.144e-6
0.768, 3.538e-8, -9.141e-6
0.767, 3.542e-8, -9.137e-6
0.766, 3.547e-8, -9.134e-6
0.765, 3.544e-8, -9.130e-6
0.764, 3.558e-8, -9.127e-6
0.763, 3.553e-8, -9.123e-6
0.762, 3.567e-8, -9.120e-6
0.761, 3.569e-8, -9.116e-6
0.760, 3.579e-8, -9.112e-6
0.759, 3.581e-8, -9.109e-6
0.758, 3.600e-8, -9.105e-6
0.757, 3.607e-8, -9.102e-6
0.756, 3.622e-8, -9.098e-6
0.755, 3.646e-8, -9.094e-6
0.754, 3.657e-8, -9.091e-6
0.753, 3.665e-8, -9.087e-6
0.752, 3.702e-8, -9.083e-6
0.751, 3.711e-8, -9.080e-6
0.750, 3.737e-8, -9.076e-6
0.749, 3.759e-8, -9.072e-6
0.748, 3.816e-8, -9.068e-6
0.747, 3.816e-8, -9.064e-6
0.746, 3.873e-8, -9.061e-6
0.745, 3.908e-8, -9.057e-6
0.744, 3.971e-8, -9.053e-6
0.743, 3.995e-8, -9.049e-6
0.742, 4.023e-8, -9.045e-6
0.741, 4.064e-8, -9.041e-6
0.740, 4.179e-8, -9.036e-6
0.739, 4.215e-8, -9.032e-6
0.738, 4.318e-8, -9.028e-6
0.737, 4.374e-8, -9.024e-6
0.736, 4.485e-8, -9.019e-6
0.735, 4.564e-8, -9.014e-6
0.734, 4.666e-8, -9.010e-6
0.733, 4.760e-8, -9.005e-6
0.732, 4.892e-8, -9.000e-6
0.731, 4.941e-8, -8.995e-6
0.730, 5.119e-8, -8.990e-6
0.729, 5.259e-8, -8.985e-6
0.728, 5.364e-8, -8.979e-6
0.727, 5.484e-8, -8.974e-6
0.726, 5.584e-8, -8.968e-6
0.725, 5.737e-8, -8.963e-6
0.724, 5.939e-8, -8.957e-6
0.723, 5.936e-8, -8.951e-6
0.722, 6.172e-8, -8.945e-6
0.721, 6.279e-8, -8.938e-6
0.720, 6.413e-8, -8.932e-6
0.719, 6.546e-8, -8.925e-6
0.718, 6.669e-8, -8.919e-6
0.717, 6.776e-8, -8.912e-6
0.716, 6.998e-8, -8.905e-6
0.715, 7.033e-8, -8.898e-6
0.714, 7.174e-8, -8.891e-6
0.713, 7.234e-8, -8.883e-6
0.712, 7.369e-8, -8.876e-6
0.711, 7.454e-8, -8.869e-6
0.710, 7.548e-8, -8.861e-6
0.709, 7.589e-8, -8.854e-6
0.708, 7.750e-8, -8.846e-6
0.707, 7.764e-8, -8.838e-6
0.706, 7.886e-8, -8.830e-6
0.705, 7.931e-8, -8.822e-6
0.704, 8.024e-8, -8.814e-6
0.703, 8.034e-8, -8.806e-6
0.702, 8.107e-8, -8.798e-6
0.701, 8.112e-8, -8.790e-6
0.700, 8.188e-8, -8.782e-6
0.699, 8.198e-8, -8.774e-6
0.698, 8.237e-8, -8.765e-6
0.697, 8.248e-8, -8.757e-6
0.696, 8.288e-8, -8.749e-6
0.695, 8.293e-8, -8.740e-6
0.694, 8.320e-8, -8.732e-6
0.693, 8.329e-8, -8.724e-6
0.692, 8.348e-8, -8.715e-6
0.691, 8.337e-8, -8.707e-6
0.690, 8.366e-8, -8.699e-6
0.689, 8.374e-8, -8.690e-6
0.688, 8.382e-8, -8.682e-6
0.687, 8.388e-8, -8.674e-6
0.686, 8.393e-8, -8.665e-6
0.685, 8.400e-8, -8.657e-6
0.684, 8.410e-8, -8.648e-6
0.683, 8.419e-8, -8.640e-6
0.682, 8.422e-8, -8.632e-6
0.681, 8.435e-8, -8.623e-6
0.680, 8.440e-8, -8.615e-6
0.679, 8.459e-8, -8.606e-6
0.678, 8.465e-8, -8.598e-6
0.677, 8.483e-8, -8.589e-6
0.676, 8.485e-8, -8.581e-6
0.675, 8.528e-8, -8.572e-6
0.674, 8.522e-8, -8.564e-6
0.673, 8.573e-8, -8.555e-6
0.672, 8.568e-8, -8.547e-6
0.671, 8.629e-8, -8.538e-6
0.670, 8.635e-8, -8.529e-6
0.669, 8.710e-8, -8.521e-6
0.668, 8.723e-8, -8.512e-6
0.667, 8.789e-8, -8.503e-6
0.666, 8.825e-8, -8.494e-6
0.665, 8.963e-8, -8.485e-6
0.664, 8.927e-8, -8.476e-6
0.663, 9.080e-8, -8.467e-6
0.662, 9.072e-8, -8.458e-6
0.661, 9.266e-8, -8.449e-6
0.660, 9.255e-8, -8.440e-6
0.659, 9.441e-8, -8.430e-6
0.658, 9.435e-8, -8.421e-6
0.657, 9.706e-8, -8.411e-6
0.656, 9.652e-8, -8.402e-6
0.655, 1.000e-7, -8.392e-6
0.654, 9.924e-8, -8.382e-6
0.653, 1.029e-7, -8.371e-6
0.652, 1.022e-7, -8.361e-6
0.651, 1.053e-7, -8.351e-6
0.650, 1.047e-7, -8.340e-6
0.649, 1.085e-7, -8.329e-6
0.648, 1.075e-7, -8.318e-6
0.647, 1.116e-7, -8.307e-6
0.646, 1.107e-7, -8.296e-6
0.645, 1.150e-7, -8.285e-6
0.644, 1.138e-7, -8.273e-6
0.643, 1.174e-7, -8.262e-6
0.642, 1.167e-7, -8.250e-6
0.641, 1.205e-7, -8.238e-6
0.640, 1.186e-7, -8.226e-6
0.639, 1.227e-7, -8.214e-6
0.638, 1.221e-7, -8.202e-6
0.637, 1.250e-7, -8.189e-6
0.636, 1.248e-7, -8.177e-6
0.635, 1.271e-7, -8.164e-6
0.634, 1.268e-7, -8.151e-6
0.633, 1.287e-7, -8.138e-6
0.632, 1.284e-7, -8.125e-6
0.631, 1.300e-7, -8.112e-6
0.630, 1.300e-7, -8.100e-6
0.629, 1.309e-7, -8.086e-6
0.628, 1.308e-7, -8.073e-6
0.627, 1.317e-7, -8.060e-6
0.626, 1.317e-7, -8.047e-6
0.625, 1.321e-7, -8.034e-6
0.624, 1.321e-7, -8.021e-6
0.623, 1.324e-7, -8.007e-6
0.622, 1.324e-7, -7.994e-6
0.621, 1.326e-7, -7.981e-6
0.620, 1.327e-7, -7.968e-6
0.619, 1.328e-7, -7.954e-6
0.618, 1.329e-7, -7.941e-6
0.617, 1.330e-7, -7.928e-6
0.616, 1.331e-7, -7.914e-6
0.615, 1.332e-7, -7.901e-6
0.614, 1.334e-7, -7.888e-6
0.613, 1.335e-7, -7.874e-6
0.612, 1.338e-7, -7.861e-6
0.611, 1.339e-7, -7.848e-6
0.610, 1.344e-7, -7.834e-6
0.609, 1.347e-7, -7.821e-6
0.608, 1.355e-7, -7.807e-6
0.607, 1.360e-7, -7.794e-6
0.606, 1.370e-7, -7.780e-6
0.605, 1.381e-7, -7.766e-6
0.604, 1.397e-7, -7.752e-6
0.603, 1.409e-7, -7.738e-6
0.602, 1.429e-7, -7.724e-6
0.601, 1.445e-7, -7.709e-6
0.600, 1.472e-7, -7.695e-6
0.599, 1.495e-7, -7.680e-6
0.598, 1.525e-7, -7.664e-6
0.597, 1.546e-7, -7.649e-6
0.596, 1.581e-7, -7.633e-6
0.595, 1.599e-7, -7.617e-6
0.594, 1.635e-7, -7.601e-6
0.593, 1.655e-7, -7.584e-6
0.592, 1.689e-7, -7.567e-6
0.591, 1.707e-7, -7.550e-6
0.590, 1.730e-7, -7.533e-6
0.589, 1.740e-7, -7.516e-6
0.588, 1.761e-7, -7.498e-6
0.587, 1.771e-7, -7.480e-6
0.586, 1.785e-7, -7.462e-6
0.585, 1.793e-7, -7.444e-6
0.584, 1.801e-7, -7.426e-6
0.583, 1.804e-7, -7.408e-6
0.582, 1.809e-7, -7.390e-6
0.581, 1.811e-7, -7.372e-6
0.580, 1.814e-7, -7.354e-6
0.579, 1.815e-7, -7.336e-6
0.578, 1.817e-7, -7.318e-6
0.577, 1.818e-7, -7.300e-6
0.576, 1.819e-7, -7.281e-6
0.575, 1.822e-7, -7.263e-6
0.574, 1.824e-7, -7.245e-6
0.573, 1.826e-7, -7.227e-6
0.572, 1.833e-7, -7.208e-6
0.571, 1.838e-7, -7.190e-6
0.570, 1.848e-7, -7.171e-6
0.569, 1.860e-7, -7.153e-6
0.568, 1.875e-7, -7.134e-6
0.567, 1.897e-7, -7.115e-6
0.566, 1.921e-7, -7.096e-6
