Nov. 2, 2023   12:59:10
Cyclic Voltammetry
File: c:\users\dell\desktop\电化学数据\114514\oxide_air.txt
Data Source:  Experiment
Instrument Model:  CHI600B
Header: 
Note: 

Init E (V) = -0.25
High E (V) = 1.25
Low E (V) = -0.3
Init P/N = P
Scan Rate (V/s) = 0.1
Segment = 8
Sample Interval (V) = 0.01
Quiet Time (sec) = 1
Sensitivity (A/V) = 1e-5

Segment 1:
Segment 2:
Ep = -0.060V
ip = 6.650e-6A
Ah = 2.280e-6C

Segment 3:
Segment 4:
Ep = 0.290V
ip = 1.842e-5A
Ah = 2.483e-5C

Segment 5:
Segment 6:
Ep = 0.340V
ip = 1.729e-5A
Ah = 1.600e-5C

Segment 7:
Segment 8:
Ep = 0.350V
ip = 1.872e-5A
Ah = 1.468e-5C

Ep = -0.180V
ip = 6.035e-6A
Ah = 1.662e-6C

Potential/V, Current/A, Charge/C
0.560, 1.486e-6, 1.409e-4
0.550, 1.624e-6, 1.410e-4
0.540, 1.778e-6, 1.412e-4
0.530, 1.961e-6, 1.414e-4
0.520, 2.174e-6, 1.416e-4
0.510, 2.434e-6, 1.419e-4
0.500, 2.746e-6, 1.421e-4
0.490, 3.123e-6, 1.424e-4
0.480, 3.602e-6, 1.428e-4
0.470, 4.219e-6, 1.432e-4
0.460, 5.013e-6, 1.437e-4
0.450, 6.002e-6, 1.443e-4
0.440, 7.235e-6, 1.451e-4
0.430, 8.726e-6, 1.459e-4
0.420, 1.044e-5, 1.470e-4
0.410, 1.231e-5, 1.482e-4
0.400, 1.433e-5, 1.496e-4
0.390, 1.621e-5, 1.513e-4
0.380, 1.769e-5, 1.530e-4
0.370, 1.857e-5, 1.549e-4
0.360, 1.918e-5, 1.568e-4
0.350, 1.986e-5, 1.588e-4
0.340, 2.067e-5, 1.609e-4
0.330, 2.172e-5, 1.630e-4
0.320, 2.235e-5, 1.653e-4
0.310, 2.389e-5, 1.677e-4
0.300, 2.425e-5, 1.701e-4
0.290, 2.503e-5, 1.726e-4
0.280, 2.446e-5, 1.750e-4
0.270, 2.342e-5, 1.774e-4
0.260, 2.321e-5, 1.797e-4
0.250, 2.287e-5, 1.820e-4
0.240, 2.503e-5, 1.845e-4
0.230, 2.518e-5, 1.870e-4
0.220, 2.326e-5, 1.893e-4
0.210, 2.252e-5, 1.916e-4
0.200, 2.103e-5, 1.937e-4
0.190, 2.017e-5, 1.957e-4
0.180, 2.084e-5, 1.978e-4
0.170, 2.124e-5, 1.999e-4
0.160, 2.309e-5, 2.022e-4
0.150, 2.443e-5, 2.047e-4
0.140, 2.442e-5, 2.071e-4
0.130, 2.523e-5, 2.096e-4
0.120, 2.549e-5, 2.122e-4
0.110, 2.486e-5, 2.147e-4
0.100, 2.467e-5, 2.171e-4
0.090, 2.398e-5, 2.195e-4
0.080, 2.348e-5, 2.219e-4
0.070, 2.326e-5, 2.242e-4
0.060, 2.326e-5, 2.265e-4
0.050, 2.596e-5, 2.291e-4
0.040, 2.699e-5, 2.318e-4
0.030, 2.549e-5, 2.344e-4
0.020, 2.423e-5, 2.368e-4
0.010, 2.210e-5, 2.390e-4
0.000, 2.141e-5, 2.411e-4
-0.010, 2.264e-5, 2.434e-4
-0.020, 2.446e-5, 2.458e-4
-0.030, 2.529e-5, 2.484e-4
-0.040, 2.549e-5, 2.509e-4
-0.050, 2.682e-5, 2.536e-4
-0.060, 2.866e-5, 2.565e-4
-0.070, 2.668e-5, 2.591e-4
-0.080, 2.429e-5, 2.616e-4
-0.090, 2.386e-5, 2.640e-4
-0.100, 2.528e-5, 2.665e-4
-0.110, 2.610e-5, 2.691e-4
-0.120, 2.631e-5, 2.717e-4
-0.130, 2.613e-5, 2.743e-4
-0.140, 2.590e-5, 2.769e-4
-0.150, 2.542e-5, 2.795e-4
-0.160, 2.560e-5, 2.820e-4
-0.170, 2.711e-5, 2.847e-4
-0.180, 2.562e-5, 2.873e-4
-0.190, 2.577e-5, 2.899e-4
-0.200, 2.782e-5, 2.927e-4
-0.210, 2.866e-5, 2.955e-4
-0.220, 3.046e-5, 2.986e-4
-0.230, 3.090e-5, 3.017e-4
-0.240, 3.024e-5, 3.047e-4
-0.250, 2.854e-5, 3.075e-4
-0.260, 2.811e-5, 3.104e-4
-0.270, 2.685e-5, 3.130e-4
-0.280, 2.671e-5, 3.157e-4
-0.290, 2.733e-5, 3.184e-4
-0.300, 2.525e-5, 3.210e-4

Segment 3:
-0.290, 2.450e-5, 3.234e-4
-0.280, 2.395e-5, 3.258e-4
-0.270, 2.401e-5, 3.282e-4
-0.260, 2.283e-5, 3.305e-4
-0.250, 2.300e-5, 3.328e-4
-0.240, 2.225e-5, 3.350e-4
-0.230, 2.085e-5, 3.371e-4
-0.220, 2.085e-5, 3.392e-4
-0.210, 2.232e-5, 3.414e-4
-0.200, 2.476e-5, 3.439e-4
-0.190, 2.512e-5, 3.464e-4
-0.180, 2.542e-5, 3.490e-4
-0.170, 2.552e-5, 3.515e-4
-0.160, 2.485e-5, 3.540e-4
-0.150, 2.442e-5, 3.564e-4
-0.140, 2.278e-5, 3.587e-4
-0.130, 2.281e-5, 3.610e-4
-0.120, 2.115e-5, 3.631e-4
-0.110, 1.993e-5, 3.651e-4
-0.100, 2.022e-5, 3.671e-4
-0.090, 2.135e-5, 3.693e-4
-0.080, 1.947e-5, 3.712e-4
-0.070, 1.895e-5, 3.731e-4
-0.060, 2.017e-5, 3.751e-4
-0.050, 2.128e-5, 3.772e-4
-0.040, 2.224e-5, 3.795e-4
-0.030, 2.390e-5, 3.819e-4
-0.020, 2.529e-5, 3.844e-4
-0.010, 2.435e-5, 3.868e-4
-0.000, 2.311e-5, 3.891e-4
0.010, 2.182e-5, 3.913e-4
0.020, 2.049e-5, 3.934e-4
0.030, 2.236e-5, 3.956e-4
0.040, 2.399e-5, 3.980e-4
0.050, 2.459e-5, 4.005e-4
0.060, 2.551e-5, 4.030e-4
0.070, 2.455e-5, 4.055e-4
0.080, 2.255e-5, 4.077e-4
0.090, 2.169e-5, 4.099e-4
0.100, 1.965e-5, 4.119e-4
0.110, 1.754e-5, 4.136e-4
0.120, 1.973e-5, 4.156e-4
0.130, 2.339e-5, 4.179e-4
0.140, 2.460e-5, 4.204e-4
0.150, 2.549e-5, 4.229e-4
0.160, 2.534e-5, 4.255e-4
0.170, 2.210e-5, 4.277e-4
0.180, 2.097e-5, 4.298e-4
0.190, 2.125e-5, 4.319e-4
0.200, 2.131e-5, 4.340e-4
0.210, 2.244e-5, 4.363e-4
0.220, 2.345e-5, 4.386e-4
0.230, 2.496e-5, 4.411e-4
0.240, 2.502e-5, 4.436e-4
0.250, 2.585e-5, 4.462e-4
0.260, 2.448e-5, 4.486e-4
0.270, 2.287e-5, 4.509e-4
0.280, 2.332e-5, 4.533e-4
0.290, 2.275e-5, 4.555e-4
0.300, 2.200e-5, 4.577e-4
0.310, 2.303e-5, 4.600e-4
0.320, 2.200e-5, 4.622e-4
0.330, 1.979e-5, 4.642e-4
0.340, 2.007e-5, 4.662e-4
0.350, 2.062e-5, 4.683e-4
0.360, 2.041e-5, 4.703e-4
0.370, 1.934e-5, 4.723e-4
0.380, 1.745e-5, 4.740e-4
0.390, 1.546e-5, 4.756e-4
0.400, 1.454e-5, 4.770e-4
0.410, 1.320e-5, 4.783e-4
0.420, 1.211e-5, 4.795e-4
0.430, 1.129e-5, 4.807e-4
0.440, 1.113e-5, 4.818e-4
0.450, 1.091e-5, 4.829e-4
0.460, 1.013e-5, 4.839e-4
0.470, 9.876e-6, 4.849e-4
0.480, 9.523e-6, 4.858e-4
0.490, 8.581e-6, 4.867e-4
0.500, 7.454e-6, 4.874e-4
0.510, 6.265e-6, 4.881e-4
0.520, 4.998e-6, 4.886e-4
0.530, 3.858e-6, 4.889e-4
0.540, 2.801e-6, 4.892e-4
0.550, 1.902e-6, 4.894e-4
0.560, 1.151e-6, 4.895e-4
0.570, 5.033e-7, 4.896e-4
0.580, -4.946e-8, 4.896e-4
0.590, -5.964e-7, 4.895e-4
0.600, -9.739e-7, 4.894e-4
0.610, -1.276e-6, 4.893e-4
0.620, -1.506e-6, 4.891e-4
0.630, -1.683e-6, 4.890e-4
0.640, -1.811e-6, 4.888e-4
0.650, -1.923e-6, 4.886e-4
0.660, -2.002e-6, 4.884e-4
0.670, -2.062e-6, 4.882e-4
0.680, -2.106e-6, 4.880e-4
0.690, -2.138e-6, 4.878e-4
0.700, -2.165e-6, 4.875e-4
0.710, -2.187e-6, 4.873e-4
0.720, -2.208e-6, 4.871e-4
0.730, -2.220e-6, 4.869e-4
0.740, -2.233e-6, 4.867e-4
0.750, -2.250e-6, 4.864e-4
0.760, -2.260e-6, 4.862e-4
0.770, -2.281e-6, 4.860e-4
0.780, -2.302e-6, 4.858e-4
0.790, -2.318e-6, 4.855e-4
0.800, -2.343e-6, 4.853e-4
0.810, -2.365e-6, 4.850e-4
0.820, -2.390e-6, 4.848e-4
0.830, -2.418e-6, 4.846e-4
0.840, -2.447e-6, 4.843e-4
0.850, -2.482e-6, 4.841e-4
0.860, -2.516e-6, 4.838e-4
0.870, -2.549e-6, 4.836e-4
0.880, -2.584e-6, 4.833e-4
0.890, -2.612e-6, 4.830e-4
0.900, -2.644e-6, 4.828e-4
0.910, -2.682e-6, 4.825e-4
0.920, -2.715e-6, 4.822e-4
0.930, -2.747e-6, 4.820e-4
0.940, -2.774e-6, 4.817e-4
0.950, -2.800e-6, 4.814e-4
0.960, -2.830e-6, 4.811e-4
0.970, -2.857e-6, 4.808e-4
0.980, -2.889e-6, 4.806e-4
0.990, -2.912e-6, 4.803e-4
1.000, -2.937e-6, 4.800e-4
1.010, -2.951e-6, 4.797e-4
1.020, -2.977e-6, 4.794e-4
1.030, -2.993e-6, 4.791e-4
1.040, -3.012e-6, 4.788e-4
1.050, -3.031e-6, 4.785e-4
1.060, -3.041e-6, 4.782e-4
1.070, -3.061e-6, 4.779e-4
1.080, -3.084e-6, 4.776e-4
1.090, -3.098e-6, 4.772e-4
1.100, -3.122e-6, 4.769e-4
1.110, -3.140e-6, 4.766e-4
1.120, -3.167e-6, 4.763e-4
1.130, -3.194e-6, 4.760e-4
1.140, -3.231e-6, 4.757e-4
1.150, -3.272e-6, 4.753e-4
1.160, -3.322e-6, 4.750e-4
1.170, -3.378e-6, 4.747e-4
1.180, -3.447e-6, 4.743e-4
1.190, -3.535e-6, 4.740e-4
1.200, -3.631e-6, 4.736e-4
1.210, -3.750e-6, 4.732e-4
1.220, -3.893e-6, 4.728e-4
1.230, -4.062e-6, 4.724e-4
1.240, -4.263e-6, 4.720e-4
1.250, -3.691e-6, 4.716e-4

Segment 4:
1.240, -2.632e-6, 4.714e-4
1.230, -1.991e-6, 4.712e-4
1.220, -1.555e-6, 4.710e-4
1.210, -1.261e-6, 4.709e-4
1.200, -1.039e-6, 4.708e-4
1.190, -8.767e-7, 4.707e-4
1.180, -7.523e-7, 4.706e-4
1.170, -6.536e-7, 4.706e-4
1.160, -5.791e-7, 4.705e-4
1.150, -5.145e-7, 4.704e-4
1.140, -4.607e-7, 4.704e-4
1.130, -4.150e-7, 4.704e-4
1.120, -3.857e-7, 4.703e-4
1.110, -3.492e-7, 4.703e-4
1.100, -2.530e-7, 4.703e-4
1.090, -2.033e-7, 4.702e-4
1.080, -1.750e-7, 4.702e-4
1.070, -1.588e-7, 4.702e-4
1.060, -1.365e-7, 4.702e-4
1.050, -1.143e-7, 4.702e-4
1.040, -1.008e-7, 4.702e-4
1.030, -7.964e-8, 4.702e-4
1.020, -6.514e-8, 4.702e-4
1.010, -5.564e-8, 4.702e-4
1.000, -3.525e-8, 4.702e-4
0.990, -1.683e-8, 4.701e-4
0.980, -8.723e-9, 4.701e-4
0.970, 1.020e-8, 4.701e-4
0.960, 2.945e-8, 4.702e-4
0.950, 3.538e-8, 4.702e-4
0.940, 4.392e-8, 4.702e-4
0.930, 6.383e-8, 4.702e-4
0.920, 8.063e-8, 4.702e-4
0.910, 8.730e-8, 4.702e-4
0.900, 1.044e-7, 4.702e-4
0.890, 1.243e-7, 4.702e-4
0.880, 1.333e-7, 4.702e-4
0.870, 1.472e-7, 4.702e-4
0.860, 1.695e-7, 4.703e-4
0.850, 1.816e-7, 4.703e-4
0.840, 1.955e-7, 4.703e-4
0.830, 2.195e-7, 4.703e-4
0.820, 2.314e-7, 4.703e-4
0.810, 2.499e-7, 4.704e-4
0.800, 2.736e-7, 4.704e-4
0.790, 2.872e-7, 4.704e-4
0.780, 3.149e-7, 4.704e-4
0.770, 3.322e-7, 4.705e-4
0.760, 3.611e-7, 4.705e-4
0.750, 3.822e-7, 4.706e-4
0.740, 4.129e-7, 4.706e-4
0.730, 4.358e-7, 4.706e-4
0.720, 4.715e-7, 4.707e-4
0.710, 5.046e-7, 4.707e-4
0.700, 5.339e-7, 4.708e-4
0.690, 5.724e-7, 4.708e-4
0.680, 6.136e-7, 4.709e-4
0.670, 6.535e-7, 4.710e-4
0.660, 6.978e-7, 4.710e-4
0.650, 7.501e-7, 4.711e-4
0.640, 8.037e-7, 4.712e-4
0.630, 8.601e-7, 4.713e-4
0.620, 9.304e-7, 4.714e-4
0.610, 9.971e-7, 4.715e-4
0.600, 1.075e-6, 4.716e-4
0.590, 1.166e-6, 4.717e-4
0.580, 1.277e-6, 4.718e-4
0.570, 1.390e-6, 4.720e-4
0.560, 1.512e-6, 4.721e-4
0.550, 1.655e-6, 4.723e-4
0.540, 1.814e-6, 4.725e-4
0.530, 2.005e-6, 4.727e-4
0.520, 2.231e-6, 4.729e-4
0.510, 2.499e-6, 4.731e-4
0.500, 2.832e-6, 4.734e-4
0.490, 3.237e-6, 4.737e-4
0.480, 3.755e-6, 4.741e-4
0.470, 4.433e-6, 4.746e-4
0.460, 5.304e-6, 4.751e-4
0.450, 6.405e-6, 4.757e-4
0.440, 7.793e-6, 4.765e-4
0.430, 9.455e-6, 4.775e-4
0.420, 1.136e-5, 4.786e-4
0.410, 1.335e-5, 4.799e-4
0.400, 1.534e-5, 4.815e-4
0.390, 1.730e-5, 4.832e-4
0.380, 1.902e-5, 4.851e-4
0.370, 2.082e-5, 4.872e-4
0.360, 2.174e-5, 4.894e-4
0.350, 2.214e-5, 4.916e-4
0.340, 2.195e-5, 4.938e-4
0.330, 2.134e-5, 4.959e-4
0.320, 2.102e-5, 4.980e-4
0.310, 2.130e-5, 5.001e-4
0.300, 2.229e-5, 5.024e-4
0.290, 2.255e-5, 5.046e-4
0.280, 2.334e-5, 5.069e-4
0.270, 2.378e-5, 5.093e-4
0.260, 2.342e-5, 5.117e-4
0.250, 2.282e-5, 5.139e-4
0.240, 2.372e-5, 5.163e-4
0.230, 2.612e-5, 5.189e-4
0.220, 2.408e-5, 5.213e-4
0.210, 2.170e-5, 5.235e-4
0.200, 1.939e-5, 5.254e-4
0.190, 1.892e-5, 5.273e-4
0.180, 2.045e-5, 5.294e-4
0.170, 2.294e-5, 5.317e-4
0.160, 2.397e-5, 5.341e-4
0.150, 2.314e-5, 5.364e-4
0.140, 2.355e-5, 5.387e-4
0.130, 2.138e-5, 5.409e-4
0.120, 1.899e-5, 5.428e-4
0.110, 1.905e-5, 5.447e-4
0.100, 2.159e-5, 5.468e-4
0.090, 2.415e-5, 5.493e-4
0.080, 2.376e-5, 5.516e-4
0.070, 2.372e-5, 5.540e-4
0.060, 2.338e-5, 5.563e-4
0.050, 2.336e-5, 5.587e-4
0.040, 2.390e-5, 5.611e-4
0.030, 2.355e-5, 5.634e-4
0.020, 2.370e-5, 5.658e-4
0.010, 2.539e-5, 5.683e-4
0.000, 2.728e-5, 5.711e-4
-0.010, 2.608e-5, 5.737e-4
-0.020, 2.528e-5, 5.762e-4
-0.030, 2.469e-5, 5.787e-4
-0.040, 2.390e-5, 5.811e-4
-0.050, 2.347e-5, 5.834e-4
-0.060, 2.604e-5, 5.860e-4
-0.070, 2.596e-5, 5.886e-4
-0.080, 2.764e-5, 5.914e-4
-0.090, 2.663e-5, 5.940e-4
-0.100, 2.449e-5, 5.965e-4
-0.110, 2.406e-5, 5.989e-4
-0.120, 2.401e-5, 6.013e-4
-0.130, 2.210e-5, 6.035e-4
-0.140, 2.114e-5, 6.056e-4
-0.150, 2.255e-5, 6.079e-4
-0.160, 2.302e-5, 6.102e-4
-0.170, 2.364e-5, 6.125e-4
-0.180, 2.533e-5, 6.151e-4
-0.190, 2.763e-5, 6.178e-4
-0.200, 2.742e-5, 6.206e-4
-0.210, 2.648e-5, 6.232e-4
-0.220, 2.731e-5, 6.260e-4
-0.230, 3.020e-5, 6.290e-4
-0.240, 2.981e-5, 6.320e-4
-0.250, 2.731e-5, 6.347e-4
-0.260, 2.451e-5, 6.371e-4
-0.270, 2.417e-5, 6.396e-4
-0.280, 2.285e-5, 6.418e-4
-0.290, 2.148e-5, 6.440e-4
-0.300, 1.651e-5, 6.456e-4

Segment 5:
-0.290, 1.395e-5, 6.470e-4
-0.280, 1.636e-5, 6.487e-4
-0.270, 1.914e-5, 6.506e-4
-0.260, 2.007e-5, 6.526e-4
-0.250, 2.080e-5, 6.547e-4
-0.240, 2.256e-5, 6.569e-4
-0.230, 2.171e-5, 6.591e-4
-0.220, 1.997e-5, 6.611e-4
-0.210, 1.959e-5, 6.631e-4
-0.200, 1.832e-5, 6.649e-4
-0.190, 1.852e-5, 6.667e-4
-0.180, 1.800e-5, 6.685e-4
-0.170, 1.908e-5, 6.704e-4
-0.160, 2.159e-5, 6.726e-4
-0.150, 2.419e-5, 6.750e-4
-0.140, 2.480e-5, 6.775e-4
-0.130, 2.223e-5, 6.797e-4
-0.120, 1.909e-5, 6.816e-4
-0.110, 1.853e-5, 6.835e-4
-0.100, 1.953e-5, 6.854e-4
-0.090, 2.150e-5, 6.876e-4
-0.080, 2.379e-5, 6.900e-4
-0.070, 2.480e-5, 6.925e-4
-0.060, 2.441e-5, 6.949e-4
-0.050, 2.329e-5, 6.972e-4
-0.040, 2.220e-5, 6.994e-4
-0.030, 2.287e-5, 7.017e-4
-0.020, 2.286e-5, 7.040e-4
-0.010, 2.154e-5, 7.062e-4
-0.000, 2.271e-5, 7.084e-4
