Nov. 2, 2023   13:15:40
Linear Sweep Voltammetry
File: c:\users\dell\desktop\电化学数据\114514\oxidelsv_air.txt
Data Source:  Experiment
Instrument Model:  CHI600B
Header: 
Note: 

Init E (V) = 1.25
Final E (V) = -0.3
Scan Rate (V/s) = 0.01
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5


Potential/V, Current/A, Charge/C
1.017, -6.484e-8, -8.759e-6
1.016, -6.419e-8, -8.765e-6
1.015, -6.440e-8, -8.772e-6
1.014, -6.379e-8, -8.778e-6
1.013, -6.389e-8, -8.784e-6
1.012, -6.331e-8, -8.791e-6
1.011, -6.346e-8, -8.797e-6
1.010, -6.318e-8, -8.803e-6
1.009, -6.327e-8, -8.810e-6
1.008, -6.293e-8, -8.816e-6
1.007, -6.297e-8, -8.822e-6
1.006, -6.282e-8, -8.829e-6
1.005, -6.278e-8, -8.835e-6
1.004, -6.268e-8, -8.841e-6
1.003, -6.268e-8, -8.847e-6
1.002, -6.254e-8, -8.854e-6
1.001, -6.257e-8, -8.860e-6
1.000, -6.247e-8, -8.866e-6
0.999, -6.245e-8, -8.872e-6
0.998, -6.243e-8, -8.879e-6
0.997, -6.239e-8, -8.885e-6
0.996, -6.231e-8, -8.891e-6
0.995, -6.224e-8, -8.897e-6
0.994, -6.223e-8, -8.904e-6
0.993, -6.219e-8, -8.910e-6
0.992, -6.210e-8, -8.916e-6
0.991, -6.202e-8, -8.922e-6
0.990, -6.198e-8, -8.928e-6
0.989, -6.186e-8, -8.935e-6
0.988, -6.180e-8, -8.941e-6
0.987, -6.169e-8, -8.947e-6
0.986, -6.159e-8, -8.953e-6
0.985, -6.129e-8, -8.959e-6
0.984, -6.122e-8, -8.965e-6
0.983, -6.087e-8, -8.971e-6
0.982, -6.077e-8, -8.977e-6
0.981, -6.048e-8, -8.984e-6
0.980, -6.019e-8, -8.990e-6
0.979, -5.990e-8, -8.996e-6
0.978, -5.961e-8, -9.001e-6
0.977, -5.914e-8, -9.007e-6
0.976, -5.894e-8, -9.013e-6
0.975, -5.813e-8, -9.019e-6
0.974, -5.776e-8, -9.025e-6
0.973, -5.704e-8, -9.031e-6
0.972, -5.640e-8, -9.036e-6
0.971, -5.595e-8, -9.042e-6
0.970, -5.606e-8, -9.047e-6
0.969, -5.520e-8, -9.053e-6
0.968, -5.486e-8, -9.058e-6
0.967, -5.368e-8, -9.064e-6
0.966, -5.352e-8, -9.069e-6
0.965, -5.294e-8, -9.074e-6
0.964, -5.268e-8, -9.080e-6
0.963, -5.163e-8, -9.085e-6
0.962, -5.186e-8, -9.090e-6
0.961, -5.019e-8, -9.095e-6
0.960, -4.919e-8, -9.100e-6
0.959, -4.810e-8, -9.105e-6
0.958, -4.764e-8, -9.110e-6
0.957, -4.650e-8, -9.114e-6
0.956, -4.557e-8, -9.119e-6
0.955, -4.446e-8, -9.123e-6
0.954, -4.412e-8, -9.128e-6
0.953, -4.279e-8, -9.132e-6
0.952, -4.208e-8, -9.136e-6
0.951, -4.012e-8, -9.140e-6
0.950, -3.944e-8, -9.144e-6
0.949, -3.785e-8, -9.148e-6
0.948, -3.644e-8, -9.152e-6
0.947, -3.712e-8, -9.155e-6
0.946, -3.643e-8, -9.159e-6
0.945, -3.413e-8, -9.162e-6
0.944, -3.316e-8, -9.166e-6
0.943, -3.155e-8, -9.169e-6
0.942, -3.100e-8, -9.172e-6
0.941, -2.929e-8, -9.175e-6
0.940, -2.802e-8, -9.178e-6
0.939, -2.615e-8, -9.180e-6
0.938, -2.545e-8, -9.183e-6
0.937, -2.457e-8, -9.185e-6
0.936, -2.439e-8, -9.188e-6
0.935, -2.290e-8, -9.190e-6
0.934, -2.253e-8, -9.192e-6
0.933, -2.233e-8, -9.194e-6
0.932, -2.194e-8, -9.197e-6
0.931, -2.111e-8, -9.199e-6
0.930, -2.091e-8, -9.201e-6
0.929, -1.968e-8, -9.203e-6
0.928, -1.926e-8, -9.205e-6
0.927, -1.850e-8, -9.207e-6
0.926, -1.852e-8, -9.208e-6
0.925, -1.796e-8, -9.210e-6
0.924, -1.772e-8, -9.212e-6
0.923, -1.731e-8, -9.214e-6
0.922, -1.713e-8, -9.215e-6
0.921, -1.658e-8, -9.217e-6
0.920, -1.666e-8, -9.219e-6
0.919, -1.609e-8, -9.220e-6
0.918, -1.605e-8, -9.222e-6
0.917, -1.573e-8, -9.224e-6
0.916, -1.562e-8, -9.225e-6
0.915, -1.531e-8, -9.227e-6
0.914, -1.515e-8, -9.228e-6
0.913, -1.477e-8, -9.230e-6
0.912, -1.478e-8, -9.231e-6
0.911, -1.449e-8, -9.233e-6
0.910, -1.451e-8, -9.234e-6
0.909, -1.434e-8, -9.235e-6
0.908, -1.425e-8, -9.237e-6
0.907, -1.410e-8, -9.238e-6
0.906, -1.410e-8, -9.240e-6
0.905, -1.395e-8, -9.241e-6
0.904, -1.397e-8, -9.242e-6
0.903, -1.388e-8, -9.244e-6
0.902, -1.383e-8, -9.245e-6
0.901, -1.379e-8, -9.247e-6
0.900, -1.372e-8, -9.248e-6
0.899, -1.361e-8, -9.249e-6
0.898, -1.358e-8, -9.251e-6
0.897, -1.348e-8, -9.252e-6
0.896, -1.351e-8, -9.253e-6
0.895, -1.333e-8, -9.255e-6
0.894, -1.339e-8, -9.256e-6
0.893, -1.326e-8, -9.257e-6
0.892, -1.325e-8, -9.259e-6
0.891, -1.315e-8, -9.260e-6
0.890, -1.310e-8, -9.261e-6
0.889, -1.292e-8, -9.263e-6
0.888, -1.296e-8, -9.264e-6
0.887, -1.268e-8, -9.265e-6
0.886, -1.276e-8, -9.266e-6
0.885, -1.253e-8, -9.268e-6
0.884, -1.249e-8, -9.269e-6
0.883, -1.210e-8, -9.270e-6
0.882, -1.217e-8, -9.271e-6
0.881, -1.182e-8, -9.273e-6
0.880, -1.186e-8, -9.274e-6
0.879, -1.143e-8, -9.275e-6
0.878, -1.154e-8, -9.276e-6
0.877, -1.093e-8, -9.277e-6
0.876, -1.097e-8, -9.278e-6
0.875, -1.050e-8, -9.279e-6
0.874, -1.063e-8, -9.280e-6
0.873, -9.958e-9, -9.281e-6
0.872, -1.010e-8, -9.282e-6
0.871, -9.258e-9, -9.283e-6
0.870, -9.265e-9, -9.284e-6
0.869, -8.413e-9, -9.285e-6
0.868, -8.399e-9, -9.286e-6
0.867, -7.316e-9, -9.287e-6
0.866, -7.554e-9, -9.287e-6
0.865, -6.227e-9, -9.288e-6
0.864, -6.722e-9, -9.289e-6
0.863, -5.500e-9, -9.289e-6
0.862, -5.837e-9, -9.290e-6
0.861, -4.833e-9, -9.290e-6
0.860, -4.959e-9, -9.291e-6
0.859, -3.394e-9, -9.291e-6
0.858, -3.156e-9, -9.291e-6
0.857, -1.848e-9, -9.292e-6
0.856, -2.225e-9, -9.292e-6
0.855, -3.428e-10, -9.292e-6
0.854, -1.096e-9, -9.292e-6
0.853, 1.189e-9, -9.292e-6
0.852, 8.195e-10, -9.292e-6
0.851, 2.431e-9, -9.292e-6
0.850, 2.087e-9, -9.291e-6
0.849, 3.844e-9, -9.291e-6
0.848, 3.547e-9, -9.291e-6
0.847, 5.997e-9, -9.290e-6
0.846, 5.310e-9, -9.289e-6
0.845, 6.737e-9, -9.289e-6
0.844, 6.776e-9, -9.288e-6
0.843, 9.253e-9, -9.287e-6
0.842, 9.015e-9, -9.286e-6
0.841, 1.145e-8, -9.285e-6
0.840, 1.062e-8, -9.284e-6
0.839, 1.275e-8, -9.283e-6
0.838, 1.315e-8, -9.282e-6
0.837, 1.502e-8, -9.280e-6
0.836, 1.524e-8, -9.278e-6
0.835, 1.698e-8, -9.277e-6
0.834, 1.629e-8, -9.275e-6
0.833, 1.852e-8, -9.273e-6
0.832, 1.893e-8, -9.271e-6
0.831, 2.057e-8, -9.269e-6
0.830, 2.043e-8, -9.267e-6
0.829, 2.214e-8, -9.265e-6
0.828, 2.229e-8, -9.263e-6
0.827, 2.386e-8, -9.260e-6
0.826, 2.356e-8, -9.258e-6
0.825, 2.472e-8, -9.256e-6
0.824, 2.471e-8, -9.253e-6
0.823, 2.624e-8, -9.251e-6
0.822, 2.576e-8, -9.248e-6
0.821, 2.721e-8, -9.245e-6
0.820, 2.722e-8, -9.243e-6
0.819, 2.719e-8, -9.240e-6
0.818, 2.806e-8, -9.237e-6
0.817, 2.916e-8, -9.234e-6
0.816, 2.916e-8, -9.231e-6
0.815, 3.025e-8, -9.228e-6
0.814, 3.017e-8, -9.225e-6
0.813, 3.123e-8, -9.222e-6
0.812, 3.136e-8, -9.219e-6
0.811, 3.184e-8, -9.216e-6
0.810, 3.204e-8, -9.213e-6
0.809, 3.260e-8, -9.209e-6
0.808, 3.250e-8, -9.206e-6
0.807, 3.308e-8, -9.203e-6
0.806, 3.297e-8, -9.199e-6
0.805, 3.336e-8, -9.196e-6
0.804, 3.344e-8, -9.193e-6
0.803, 3.373e-8, -9.189e-6
0.802, 3.379e-8, -9.186e-6
0.801, 3.414e-8, -9.183e-6
0.800, 3.402e-8, -9.179e-6
0.799, 3.425e-8, -9.176e-6
0.798, 3.422e-8, -9.172e-6
0.797, 3.437e-8, -9.169e-6
0.796, 3.442e-8, -9.165e-6
0.795, 3.464e-8, -9.162e-6
0.794, 3.454e-8, -9.158e-6
0.793, 3.466e-8, -9.155e-6
0.792, 3.472e-8, -9.152e-6
0.791, 3.484e-8, -9.148e-6
0.790, 3.485e-8, -9.145e-6
0.789, 3.490e-8, -9.141e-6
0.788, 3.488e-8, -9.138e-6
0.787, 3.501e-8, -9.134e-6
0.786, 3.501e-8, -9.131e-6
0.785, 3.508e-8, -9.127e-6
0.784, 3.503e-8, -9.124e-6
0.783, 3.511e-8, -9.120e-6
0.782, 3.511e-8, -9.117e-6
0.781, 3.514e-8, -9.113e-6
0.780, 3.515e-8, -9.110e-6
0.779, 3.518e-8, -9.106e-6
0.778, 3.518e-8, -9.103e-6
0.777, 3.523e-8, -9.099e-6
0.776, 3.523e-8, -9.095e-6
0.775, 3.527e-8, -9.092e-6
0.774, 3.525e-8, -9.088e-6
0.773, 3.529e-8, -9.085e-6
0.772, 3.529e-8, -9.081e-6
0.771, 3.534e-8, -9.078e-6
0.770, 3.536e-8, -9.074e-6
0.769, 3.539e-8, -9.071e-6
0.768, 3.542e-8, -9.067e-6
0.767, 3.546e-8, -9.064e-6
0.766, 3.548e-8, -9.060e-6
0.765, 3.556e-8, -9.057e-6
0.764, 3.558e-8, -9.053e-6
0.763, 3.565e-8, -9.049e-6
0.762, 3.573e-8, -9.046e-6
0.761, 3.578e-8, -9.042e-6
0.760, 3.589e-8, -9.039e-6
0.759, 3.602e-8, -9.035e-6
0.758, 3.612e-8, -9.031e-6
0.757, 3.620e-8, -9.028e-6
0.756, 3.637e-8, -9.024e-6
0.755, 3.661e-8, -9.021e-6
0.754, 3.665e-8, -9.017e-6
0.753, 3.684e-8, -9.013e-6
0.752, 3.692e-8, -9.010e-6
0.751, 3.752e-8, -9.006e-6
0.750, 3.758e-8, -9.002e-6
0.749, 3.819e-8, -8.998e-6
0.748, 3.836e-8, -8.994e-6
0.747, 3.867e-8, -8.990e-6
0.746, 3.933e-8, -8.987e-6
0.745, 3.982e-8, -8.983e-6
0.744, 3.996e-8, -8.979e-6
0.743, 4.089e-8, -8.974e-6
0.742, 4.077e-8, -8.970e-6
0.741, 4.170e-8, -8.966e-6
0.740, 4.239e-8, -8.962e-6
0.739, 4.346e-8, -8.958e-6
0.738, 4.413e-8, -8.953e-6
0.737, 4.512e-8, -8.949e-6
0.736, 4.531e-8, -8.944e-6
0.735, 4.652e-8, -8.940e-6
0.734, 4.718e-8, -8.935e-6
0.733, 4.880e-8, -8.930e-6
0.732, 4.993e-8, -8.925e-6
0.731, 5.121e-8, -8.920e-6
0.730, 5.245e-8, -8.915e-6
0.729, 5.421e-8, -8.909e-6
0.728, 5.487e-8, -8.904e-6
0.727, 5.588e-8, -8.898e-6
0.726, 5.710e-8, -8.892e-6
0.725, 5.893e-8, -8.886e-6
0.724, 6.042e-8, -8.880e-6
0.723, 6.198e-8, -8.874e-6
0.722, 6.293e-8, -8.868e-6
0.721, 6.497e-8, -8.861e-6
0.720, 6.546e-8, -8.855e-6
0.719, 6.737e-8, -8.848e-6
0.718, 6.744e-8, -8.841e-6
0.717, 6.982e-8, -8.834e-6
0.716, 7.048e-8, -8.827e-6
0.715, 7.188e-8, -8.820e-6
0.714, 7.289e-8, -8.813e-6
0.713, 7.405e-8, -8.806e-6
0.712, 7.423e-8, -8.798e-6
0.711, 7.568e-8, -8.791e-6
0.710, 7.618e-8, -8.783e-6
0.709, 7.742e-8, -8.775e-6
0.708, 7.793e-8, -8.767e-6
0.707, 7.894e-8, -8.759e-6
0.706, 7.926e-8, -8.752e-6
0.705, 7.985e-8, -8.744e-6
0.704, 8.022e-8, -8.736e-6
0.703, 8.098e-8, -8.727e-6
0.702, 8.114e-8, -8.719e-6
0.701, 8.169e-8, -8.711e-6
0.700, 8.205e-8, -8.703e-6
0.699, 8.233e-8, -8.695e-6
0.698, 8.265e-8, -8.686e-6
0.697, 8.281e-8, -8.678e-6
0.696, 8.287e-8, -8.670e-6
0.695, 8.316e-8, -8.662e-6
0.694, 8.324e-8, -8.653e-6
0.693, 8.342e-8, -8.645e-6
0.692, 8.357e-8, -8.637e-6
0.691, 8.359e-8, -8.628e-6
0.690, 8.369e-8, -8.620e-6
0.689, 8.380e-8, -8.611e-6
0.688, 8.390e-8, -8.603e-6
0.687, 8.398e-8, -8.595e-6
0.686, 8.406e-8, -8.586e-6
0.685, 8.409e-8, -8.578e-6
0.684, 8.417e-8, -8.569e-6
0.683, 8.425e-8, -8.561e-6
0.682, 8.446e-8, -8.553e-6
0.681, 8.440e-8, -8.544e-6
0.680, 8.464e-8, -8.536e-6
0.679, 8.462e-8, -8.527e-6
0.678, 8.499e-8, -8.519e-6
0.677, 8.495e-8, -8.510e-6
0.676, 8.539e-8, -8.502e-6
0.675, 8.536e-8, -8.493e-6
0.674, 8.590e-8, -8.485e-6
0.673, 8.579e-8, -8.476e-6
0.672, 8.643e-8, -8.467e-6
0.671, 8.638e-8, -8.459e-6
0.670, 8.727e-8, -8.450e-6
0.669, 8.719e-8, -8.441e-6
0.668, 8.860e-8, -8.432e-6
0.667, 8.806e-8, -8.424e-6
0.666, 8.983e-8, -8.415e-6
0.665, 8.952e-8, -8.406e-6
0.664, 9.157e-8, -8.396e-6
0.663, 9.085e-8, -8.387e-6
0.662, 9.321e-8, -8.378e-6
0.661, 9.280e-8, -8.369e-6
0.660, 9.544e-8, -8.359e-6
0.659, 9.426e-8, -8.350e-6
0.658, 9.763e-8, -8.340e-6
0.657, 9.676e-8, -8.330e-6
0.656, 1.003e-7, -8.320e-6
0.655, 9.937e-8, -8.310e-6
0.654, 1.030e-7, -8.300e-6
0.653, 1.018e-7, -8.290e-6
0.652, 1.057e-7, -8.279e-6
0.651, 1.047e-7, -8.269e-6
0.650, 1.090e-7, -8.258e-6
0.649, 1.085e-7, -8.247e-6
0.648, 1.121e-7, -8.236e-6
0.647, 1.113e-7, -8.225e-6
0.646, 1.154e-7, -8.213e-6
0.645, 1.143e-7, -8.202e-6
0.644, 1.177e-7, -8.190e-6
0.643, 1.174e-7, -8.178e-6
0.642, 1.206e-7, -8.166e-6
0.641, 1.205e-7, -8.154e-6
0.640, 1.222e-7, -8.142e-6
0.639, 1.224e-7, -8.130e-6
0.638, 1.249e-7, -8.117e-6
0.637, 1.249e-7, -8.105e-6
0.636, 1.269e-7, -8.092e-6
0.635, 1.267e-7, -8.079e-6
0.634, 1.282e-7, -8.067e-6
0.633, 1.287e-7, -8.054e-6
0.632, 1.299e-7, -8.041e-6
0.631, 1.300e-7, -8.028e-6
0.630, 1.307e-7, -8.015e-6
0.629, 1.310e-7, -8.002e-6
0.628, 1.316e-7, -7.988e-6
0.627, 1.317e-7, -7.975e-6
0.626, 1.321e-7, -7.962e-6
0.625, 1.322e-7, -7.949e-6
0.624, 1.324e-7, -7.936e-6
0.623, 1.325e-7, -7.922e-6
0.622, 1.327e-7, -7.909e-6
0.621, 1.327e-7, -7.896e-6
0.620, 1.328e-7, -7.882e-6
0.619, 1.329e-7, -7.869e-6
0.618, 1.330e-7, -7.856e-6
0.617, 1.331e-7, -7.843e-6
0.616, 1.332e-7, -7.829e-6
0.615, 1.334e-7, -7.816e-6
0.614, 1.336e-7, -7.803e-6
0.613, 1.338e-7, -7.789e-6
0.612, 1.340e-7, -7.776e-6
0.611, 1.345e-7, -7.762e-6
0.610, 1.348e-7, -7.749e-6
0.609, 1.356e-7, -7.735e-6
0.608, 1.360e-7, -7.722e-6
0.607, 1.374e-7, -7.708e-6
0.606, 1.382e-7, -7.694e-6
0.605, 1.397e-7, -7.680e-6
0.604, 1.409e-7, -7.666e-6
0.603, 1.427e-7, -7.652e-6
0.602, 1.446e-7, -7.637e-6
0.601, 1.474e-7, -7.623e-6
0.600, 1.488e-7, -7.608e-6
0.599, 1.525e-7, -7.592e-6
0.598, 1.545e-7, -7.577e-6
0.597, 1.575e-7, -7.561e-6
0.596, 1.597e-7, -7.545e-6
0.595, 1.632e-7, -7.529e-6
0.594, 1.656e-7, -7.512e-6
0.593, 1.680e-7, -7.496e-6
0.592, 1.703e-7, -7.479e-6
0.591, 1.729e-7, -7.461e-6
0.590, 1.742e-7, -7.444e-6
0.589, 1.758e-7, -7.426e-6
0.588, 1.768e-7, -7.409e-6
0.587, 1.785e-7, -7.391e-6
0.586, 1.791e-7, -7.373e-6
0.585, 1.800e-7, -7.355e-6
0.584, 1.805e-7, -7.337e-6
0.583, 1.809e-7, -7.319e-6
0.582, 1.811e-7, -7.301e-6
0.581, 1.814e-7, -7.282e-6
0.580, 1.815e-7, -7.264e-6
0.579, 1.817e-7, -7.246e-6
0.578, 1.817e-7, -7.228e-6
0.577, 1.819e-7, -7.210e-6
0.576, 1.821e-7, -7.192e-6
0.575, 1.824e-7, -7.173e-6
0.574, 1.825e-7, -7.155e-6
0.573, 1.832e-7, -7.137e-6
0.572, 1.837e-7, -7.118e-6
0.571, 1.847e-7, -7.100e-6
