Nov. 2, 2023   13:02:28
Cyclic Voltammetry
File: c:\users\dell\desktop\电化学数据\114514\oxide_.txt
Data Source:  Experiment
Instrument Model:  CHI600B
Header: 
Note: 

Init E (V) = -0.25
High E (V) = 1.25
Low E (V) = -0.3
Init P/N = P
Scan Rate (V/s) = 0.1
Segment = 8
Sample Interval (V) = 0.01
Quiet Time (sec) = 1
Sensitivity (A/V) = 1e-5

Segment 1:
Segment 2:
Ep = 0.360V
ip = 1.490e-5A
Ah = 1.114e-5C

Segment 3:
Segment 4:
Ep = 0.370V
ip = 1.398e-5A
Ah = 1.003e-5C

Segment 5:
Segment 6:
Ep = 0.370V
ip = 1.403e-5A
Ah = 1.050e-5C

Ep = -0.090V
ip = 9.997e-7A
Ah = 5.043e-7C

Segment 7:
Segment 8:
Ep = 0.380V
ip = 1.416e-5A
Ah = 9.275e-6C

Ep = -0.090V
ip = 1.153e-6A
Ah = 6.053e-7C

Potential/V, Current/A, Charge/C
0.580, 1.275e-6, 2.594e-5
0.570, 1.382e-6, 2.608e-5
0.560, 1.502e-6, 2.623e-5
0.550, 1.642e-6, 2.639e-5
0.540, 1.796e-6, 2.657e-5
0.530, 1.980e-6, 2.677e-5
0.520, 2.202e-6, 2.699e-5
0.510, 2.457e-6, 2.724e-5
0.500, 2.772e-6, 2.752e-5
0.490, 3.152e-6, 2.783e-5
0.480, 3.635e-6, 2.819e-5
0.470, 4.262e-6, 2.862e-5
0.460, 5.068e-6, 2.913e-5
0.450, 6.084e-6, 2.974e-5
0.440, 7.359e-6, 3.047e-5
0.430, 8.894e-6, 3.136e-5
0.420, 1.065e-5, 3.243e-5
0.410, 1.251e-5, 3.368e-5
0.400, 1.434e-5, 3.511e-5
0.390, 1.594e-5, 3.671e-5
0.380, 1.714e-5, 3.842e-5
0.370, 1.785e-5, 4.020e-5
0.360, 1.804e-5, 4.201e-5
0.350, 1.779e-5, 4.379e-5
0.340, 1.722e-5, 4.551e-5
0.330, 1.644e-5, 4.715e-5
0.320, 1.560e-5, 4.871e-5
0.310, 1.475e-5, 5.019e-5
0.300, 1.395e-5, 5.158e-5
0.290, 1.320e-5, 5.290e-5
0.280, 1.253e-5, 5.416e-5
0.270, 1.195e-5, 5.535e-5
0.260, 1.143e-5, 5.649e-5
0.250, 1.096e-5, 5.759e-5
0.240, 1.054e-5, 5.864e-5
0.230, 1.016e-5, 5.966e-5
0.220, 9.832e-6, 6.064e-5
0.210, 9.532e-6, 6.160e-5
0.200, 9.265e-6, 6.252e-5
0.190, 9.020e-6, 6.343e-5
0.180, 8.797e-6, 6.431e-5
0.170, 8.599e-6, 6.517e-5
0.160, 8.419e-6, 6.601e-5
0.150, 8.255e-6, 6.683e-5
0.140, 8.104e-6, 6.764e-5
0.130, 7.965e-6, 6.844e-5
0.120, 7.840e-6, 6.922e-5
0.110, 7.729e-6, 7.000e-5
0.100, 7.622e-6, 7.076e-5
0.090, 7.523e-6, 7.151e-5
0.080, 7.417e-6, 7.225e-5
0.070, 7.330e-6, 7.299e-5
0.060, 7.257e-6, 7.371e-5
0.050, 7.195e-6, 7.443e-5
0.040, 7.139e-6, 7.514e-5
0.030, 7.088e-6, 7.585e-5
0.020, 7.063e-6, 7.656e-5
0.010, 7.042e-6, 7.726e-5
0.000, 7.034e-6, 7.797e-5
-0.010, 7.045e-6, 7.867e-5
-0.020, 7.082e-6, 7.938e-5
-0.030, 7.157e-6, 8.010e-5
-0.040, 7.268e-6, 8.082e-5
-0.050, 7.422e-6, 8.156e-5
-0.060, 7.594e-6, 8.232e-5
-0.070, 7.736e-6, 8.310e-5
-0.080, 7.843e-6, 8.388e-5
-0.090, 7.922e-6, 8.467e-5
-0.100, 7.967e-6, 8.547e-5
-0.110, 7.984e-6, 8.627e-5
-0.120, 7.977e-6, 8.707e-5
-0.130, 7.962e-6, 8.786e-5
-0.140, 7.964e-6, 8.866e-5
-0.150, 8.008e-6, 8.946e-5
-0.160, 8.101e-6, 9.027e-5
-0.170, 8.239e-6, 9.109e-5
-0.180, 8.421e-6, 9.194e-5
-0.190, 8.656e-6, 9.280e-5
-0.200, 8.908e-6, 9.369e-5
-0.210, 9.144e-6, 9.461e-5
-0.220, 9.355e-6, 9.554e-5
-0.230, 9.496e-6, 9.649e-5
-0.240, 9.604e-6, 9.745e-5
-0.250, 9.625e-6, 9.842e-5
-0.260, 9.612e-6, 9.938e-5
-0.270, 9.589e-6, 1.003e-4
-0.280, 9.585e-6, 1.013e-4
-0.290, 9.687e-6, 1.023e-4
-0.300, 6.148e-6, 1.029e-4

Segment 3:
-0.290, 4.278e-6, 1.033e-4
-0.280, 3.701e-6, 1.037e-4
-0.270, 3.334e-6, 1.040e-4
-0.260, 3.056e-6, 1.043e-4
-0.250, 2.835e-6, 1.046e-4
-0.240, 2.670e-6, 1.049e-4
-0.230, 2.596e-6, 1.051e-4
-0.220, 2.583e-6, 1.054e-4
-0.210, 2.614e-6, 1.056e-4
-0.200, 2.677e-6, 1.059e-4
-0.190, 2.772e-6, 1.062e-4
-0.180, 2.888e-6, 1.065e-4
-0.170, 2.974e-6, 1.068e-4
-0.160, 3.019e-6, 1.071e-4
-0.150, 3.022e-6, 1.074e-4
-0.140, 2.983e-6, 1.077e-4
-0.130, 2.938e-6, 1.080e-4
-0.120, 2.892e-6, 1.083e-4
-0.110, 2.857e-6, 1.085e-4
-0.100, 2.814e-6, 1.088e-4
-0.090, 2.720e-6, 1.091e-4
-0.080, 2.638e-6, 1.094e-4
-0.070, 2.616e-6, 1.096e-4
-0.060, 2.757e-6, 1.099e-4
-0.050, 3.047e-6, 1.102e-4
-0.040, 3.385e-6, 1.105e-4
-0.030, 3.673e-6, 1.109e-4
-0.020, 3.869e-6, 1.113e-4
-0.010, 4.004e-6, 1.117e-4
-0.000, 4.093e-6, 1.121e-4
0.010, 4.150e-6, 1.125e-4
0.020, 4.188e-6, 1.129e-4
0.030, 4.210e-6, 1.134e-4
0.040, 4.225e-6, 1.138e-4
0.050, 4.231e-6, 1.142e-4
0.060, 4.228e-6, 1.146e-4
0.070, 4.230e-6, 1.151e-4
0.080, 4.223e-6, 1.155e-4
0.090, 4.210e-6, 1.159e-4
0.100, 4.184e-6, 1.163e-4
0.110, 4.168e-6, 1.167e-4
0.120, 4.145e-6, 1.171e-4
0.130, 4.135e-6, 1.176e-4
0.140, 4.115e-6, 1.180e-4
0.150, 4.090e-6, 1.184e-4
0.160, 4.087e-6, 1.188e-4
0.170, 4.064e-6, 1.192e-4
0.180, 4.043e-6, 1.196e-4
0.190, 4.030e-6, 1.200e-4
0.200, 4.003e-6, 1.204e-4
0.210, 3.985e-6, 1.208e-4
0.220, 3.952e-6, 1.212e-4
0.230, 3.935e-6, 1.216e-4
0.240, 3.898e-6, 1.220e-4
0.250, 3.884e-6, 1.224e-4
0.260, 3.846e-6, 1.228e-4
0.270, 3.821e-6, 1.231e-4
0.280, 3.787e-6, 1.235e-4
0.290, 3.747e-6, 1.239e-4
0.300, 3.706e-6, 1.243e-4
0.310, 3.662e-6, 1.246e-4
0.320, 3.617e-6, 1.250e-4
0.330, 3.565e-6, 1.253e-4
0.340, 3.509e-6, 1.257e-4
0.350, 3.445e-6, 1.260e-4
0.360, 3.376e-6, 1.264e-4
0.370, 3.298e-6, 1.267e-4
0.380, 3.217e-6, 1.270e-4
0.390, 3.124e-6, 1.273e-4
0.400, 3.018e-6, 1.276e-4
0.410, 2.901e-6, 1.279e-4
0.420, 2.775e-6, 1.282e-4
0.430, 2.628e-6, 1.285e-4
0.440, 2.471e-6, 1.287e-4
0.450, 2.294e-6, 1.289e-4
0.460, 2.098e-6, 1.292e-4
0.470, 1.874e-6, 1.293e-4
0.480, 1.628e-6, 1.295e-4
0.490, 1.342e-6, 1.296e-4
0.500, 1.004e-6, 1.297e-4
0.510, 6.559e-7, 1.298e-4
0.520, 2.937e-7, 1.298e-4
0.530, -5.611e-8, 1.298e-4
0.540, -4.740e-7, 1.298e-4
0.550, -7.629e-7, 1.297e-4
0.560, -1.015e-6, 1.296e-4
0.570, -1.238e-6, 1.295e-4
0.580, -1.429e-6, 1.293e-4
0.590, -1.588e-6, 1.292e-4
0.600, -1.731e-6, 1.290e-4
0.610, -1.845e-6, 1.288e-4
0.620, -1.950e-6, 1.286e-4
0.630, -2.024e-6, 1.284e-4
0.640, -2.074e-6, 1.282e-4
0.650, -2.124e-6, 1.280e-4
0.660, -2.159e-6, 1.278e-4
0.670, -2.185e-6, 1.276e-4
0.680, -2.203e-6, 1.274e-4
0.690, -2.223e-6, 1.271e-4
0.700, -2.236e-6, 1.269e-4
0.710, -2.246e-6, 1.267e-4
0.720, -2.260e-6, 1.265e-4
0.730, -2.267e-6, 1.262e-4
0.740, -2.271e-6, 1.260e-4
0.750, -2.276e-6, 1.258e-4
0.760, -2.281e-6, 1.255e-4
0.770, -2.286e-6, 1.253e-4
0.780, -2.293e-6, 1.251e-4
0.790, -2.299e-6, 1.249e-4
0.800, -2.310e-6, 1.246e-4
0.810, -2.320e-6, 1.244e-4
0.820, -2.331e-6, 1.242e-4
0.830, -2.352e-6, 1.239e-4
0.840, -2.363e-6, 1.237e-4
0.850, -2.385e-6, 1.235e-4
0.860, -2.406e-6, 1.232e-4
0.870, -2.429e-6, 1.230e-4
0.880, -2.451e-6, 1.227e-4
0.890, -2.475e-6, 1.225e-4
0.900, -2.500e-6, 1.222e-4
0.910, -2.524e-6, 1.220e-4
0.920, -2.549e-6, 1.217e-4
0.930, -2.566e-6, 1.215e-4
0.940, -2.590e-6, 1.212e-4
0.950, -2.609e-6, 1.209e-4
0.960, -2.631e-6, 1.207e-4
0.970, -2.649e-6, 1.204e-4
0.980, -2.667e-6, 1.201e-4
0.990, -2.688e-6, 1.199e-4
1.000, -2.702e-6, 1.196e-4
1.010, -2.720e-6, 1.193e-4
1.020, -2.739e-6, 1.191e-4
1.030, -2.748e-6, 1.188e-4
1.040, -2.757e-6, 1.185e-4
1.050, -2.769e-6, 1.182e-4
1.060, -2.787e-6, 1.180e-4
1.070, -2.798e-6, 1.177e-4
1.080, -2.808e-6, 1.174e-4
1.090, -2.829e-6, 1.171e-4
1.100, -2.842e-6, 1.168e-4
1.110, -2.863e-6, 1.165e-4
1.120, -2.892e-6, 1.163e-4
1.130, -2.920e-6, 1.160e-4
1.140, -2.950e-6, 1.157e-4
1.150, -2.989e-6, 1.154e-4
1.160, -3.037e-6, 1.151e-4
1.170, -3.098e-6, 1.148e-4
1.180, -3.165e-6, 1.144e-4
1.190, -3.252e-6, 1.141e-4
1.200, -3.347e-6, 1.138e-4
1.210, -3.468e-6, 1.134e-4
1.220, -3.613e-6, 1.131e-4
1.230, -3.783e-6, 1.127e-4
1.240, -3.993e-6, 1.123e-4
1.250, -3.436e-6, 1.119e-4

Segment 4:
1.240, -2.436e-6, 1.117e-4
1.230, -1.831e-6, 1.115e-4
1.220, -1.434e-6, 1.114e-4
1.210, -1.160e-6, 1.113e-4
1.200, -9.589e-7, 1.112e-4
1.190, -8.094e-7, 1.111e-4
1.180, -6.957e-7, 1.110e-4
1.170, -6.093e-7, 1.110e-4
1.160, -5.377e-7, 1.109e-4
1.150, -4.808e-7, 1.109e-4
1.140, -4.330e-7, 1.108e-4
1.130, -3.976e-7, 1.108e-4
1.120, -3.575e-7, 1.107e-4
1.110, -2.837e-7, 1.107e-4
1.100, -2.087e-7, 1.107e-4
1.090, -1.828e-7, 1.107e-4
1.080, -1.611e-7, 1.107e-4
1.070, -1.453e-7, 1.106e-4
1.060, -1.179e-7, 1.106e-4
1.050, -1.083e-7, 1.106e-4
1.040, -8.677e-8, 1.106e-4
1.030, -6.698e-8, 1.106e-4
1.020, -6.031e-8, 1.106e-4
1.010, -4.400e-8, 1.106e-4
1.000, -2.268e-8, 1.106e-4
0.990, -1.159e-8, 1.106e-4
0.980, 5.686e-10, 1.106e-4
0.970, 2.171e-8, 1.106e-4
0.960, 3.381e-8, 1.106e-4
0.950, 3.834e-8, 1.106e-4
0.940, 5.378e-8, 1.106e-4
0.930, 7.411e-8, 1.106e-4
0.920, 8.522e-8, 1.106e-4
0.910, 9.278e-8, 1.106e-4
0.900, 1.137e-7, 1.106e-4
0.890, 1.307e-7, 1.106e-4
0.880, 1.373e-7, 1.107e-4
0.870, 1.563e-7, 1.107e-4
0.860, 1.765e-7, 1.107e-4
0.850, 1.848e-7, 1.107e-4
0.840, 2.038e-7, 1.107e-4
0.830, 2.254e-7, 1.108e-4
0.820, 2.339e-7, 1.108e-4
0.810, 2.569e-7, 1.108e-4
0.800, 2.781e-7, 1.108e-4
0.790, 2.920e-7, 1.109e-4
0.780, 3.191e-7, 1.109e-4
0.770, 3.372e-7, 1.109e-4
0.760, 3.672e-7, 1.110e-4
0.750, 3.868e-7, 1.110e-4
0.740, 4.191e-7, 1.110e-4
0.730, 4.422e-7, 1.111e-4
0.720, 4.763e-7, 1.111e-4
0.710, 5.103e-7, 1.112e-4
0.700, 5.388e-7, 1.112e-4
0.690, 5.777e-7, 1.113e-4
0.680, 6.180e-7, 1.114e-4
0.670, 6.599e-7, 1.114e-4
0.660, 7.063e-7, 1.115e-4
0.650, 7.585e-7, 1.116e-4
0.640, 8.101e-7, 1.117e-4
0.630, 8.704e-7, 1.117e-4
0.620, 9.382e-7, 1.118e-4
0.610, 1.008e-6, 1.119e-4
0.600, 1.086e-6, 1.120e-4
0.590, 1.182e-6, 1.122e-4
0.580, 1.291e-6, 1.123e-4
0.570, 1.404e-6, 1.124e-4
0.560, 1.529e-6, 1.126e-4
0.550, 1.673e-6, 1.128e-4
0.540, 1.834e-6, 1.129e-4
0.530, 2.033e-6, 1.131e-4
0.520, 2.253e-6, 1.134e-4
0.510, 2.529e-6, 1.136e-4
0.500, 2.861e-6, 1.139e-4
0.490, 3.263e-6, 1.142e-4
0.480, 3.775e-6, 1.146e-4
0.470, 4.445e-6, 1.151e-4
0.460, 5.301e-6, 1.156e-4
0.450, 6.379e-6, 1.162e-4
0.440, 7.729e-6, 1.170e-4
0.430, 9.319e-6, 1.179e-4
0.420, 1.109e-5, 1.190e-4
0.410, 1.288e-5, 1.203e-4
0.400, 1.452e-5, 1.218e-4
0.390, 1.580e-5, 1.234e-4
0.380, 1.658e-5, 1.250e-4
0.370, 1.684e-5, 1.267e-4
0.360, 1.658e-5, 1.284e-4
0.350, 1.599e-5, 1.300e-4
0.340, 1.517e-5, 1.315e-4
0.330, 1.427e-5, 1.329e-4
0.320, 1.337e-5, 1.342e-4
0.310, 1.255e-5, 1.355e-4
0.300, 1.181e-5, 1.367e-4
0.290, 1.115e-5, 1.378e-4
0.280, 1.057e-5, 1.388e-4
0.270, 1.006e-5, 1.399e-4
0.260, 9.634e-6, 1.408e-4
0.250, 9.258e-6, 1.417e-4
0.240, 8.921e-6, 1.426e-4
0.230, 8.624e-6, 1.435e-4
0.220, 8.360e-6, 1.443e-4
0.210, 8.124e-6, 1.451e-4
0.200, 7.917e-6, 1.459e-4
0.190, 7.723e-6, 1.467e-4
0.180, 7.552e-6, 1.475e-4
0.170, 7.389e-6, 1.482e-4
0.160, 7.246e-6, 1.489e-4
0.150, 7.120e-6, 1.496e-4
0.140, 7.008e-6, 1.503e-4
0.130, 6.901e-6, 1.510e-4
0.120, 6.807e-6, 1.517e-4
0.110, 6.720e-6, 1.524e-4
0.100, 6.640e-6, 1.530e-4
0.090, 6.569e-6, 1.537e-4
0.080, 6.500e-6, 1.544e-4
0.070, 6.443e-6, 1.550e-4
0.060, 6.390e-6, 1.556e-4
0.050, 6.345e-6, 1.563e-4
0.040, 6.316e-6, 1.569e-4
0.030, 6.285e-6, 1.575e-4
0.020, 6.275e-6, 1.582e-4
0.010, 6.269e-6, 1.588e-4
0.000, 6.293e-6, 1.594e-4
-0.010, 6.326e-6, 1.600e-4
-0.020, 6.383e-6, 1.607e-4
-0.030, 6.499e-6, 1.613e-4
-0.040, 6.658e-6, 1.620e-4
-0.050, 6.861e-6, 1.627e-4
-0.060, 7.061e-6, 1.634e-4
-0.070, 7.207e-6, 1.641e-4
-0.080, 7.300e-6, 1.648e-4
-0.090, 7.353e-6, 1.656e-4
-0.100, 7.376e-6, 1.663e-4
-0.110, 7.359e-6, 1.671e-4
-0.120, 7.325e-6, 1.678e-4
-0.130, 7.289e-6, 1.685e-4
-0.140, 7.289e-6, 1.692e-4
-0.150, 7.326e-6, 1.700e-4
-0.160, 7.420e-6, 1.707e-4
-0.170, 7.580e-6, 1.715e-4
-0.180, 7.778e-6, 1.723e-4
-0.190, 8.037e-6, 1.731e-4
-0.200, 8.315e-6, 1.739e-4
-0.210, 8.555e-6, 1.747e-4
-0.220, 8.774e-6, 1.756e-4
-0.230, 8.921e-6, 1.765e-4
-0.240, 9.021e-6, 1.774e-4
-0.250, 9.028e-6, 1.783e-4
-0.260, 9.012e-6, 1.792e-4
-0.270, 8.984e-6, 1.801e-4
-0.280, 8.978e-6, 1.810e-4
-0.290, 9.086e-6, 1.819e-4
-0.300, 5.495e-6, 1.825e-4

Segment 5:
-0.290, 3.661e-6, 1.828e-4
-0.280, 3.115e-6, 1.832e-4
-0.270, 2.753e-6, 1.834e-4
-0.260, 2.475e-6, 1.837e-4
-0.250, 2.257e-6, 1.839e-4
-0.240, 2.094e-6, 1.841e-4
-0.230, 2.036e-6, 1.843e-4
-0.220, 2.042e-6, 1.845e-4
-0.210, 2.103e-6, 1.847e-4
-0.200, 2.178e-6, 1.849e-4
-0.190, 2.277e-6, 1.852e-4
-0.180, 2.416e-6, 1.854e-4
-0.170, 2.523e-6, 1.857e-4
-0.160, 2.579e-6, 1.859e-4
-0.150, 2.585e-6, 1.862e-4
-0.140, 2.536e-6, 1.864e-4
-0.130, 2.486e-6, 1.867e-4
-0.120, 2.440e-6, 1.869e-4
-0.110, 2.415e-6, 1.872e-4
-0.100, 2.366e-6, 1.874e-4
-0.090, 2.256e-6, 1.876e-4
-0.080, 2.163e-6, 1.878e-4
-0.070, 2.108e-6, 1.881e-4
-0.060, 2.236e-6, 1.883e-4
-0.050, 2.546e-6, 1.885e-4
-0.040, 2.937e-6, 1.888e-4
